date,CLOSE,HIGH,LOW,OPEN,VOLUME
1/1/2021,730.3675537,749.2018433,719.7922363,737.708374,13652004358
1/2/2021,774.5349731,786.7984619,718.1094971,730.4026489,19740771179
1/3/2021,975.5076904,1006.565002,771.5616455,774.5118408,45200463368
1/4/2021,1040.233032,1153.189209,912.3053589,977.0588379,56945985763
1/5/2021,1100.006104,1129.37146,986.8112793,1041.498779,41535932781
1/6/2021,1207.112183,1209.428589,1064.233398,1101.005005,44699914188
1/7/2021,1225.678101,1282.57959,1167.443115,1208.078369,40468027280
1/8/2021,1224.197144,1273.827515,1076.081543,1225.967896,44334826666
1/9/2021,1281.077271,1303.871826,1182.270386,1223.740479,33233105361
1/10/2021,1262.246704,1347.926147,1194.715576,1280.871094,40616938053
1/11/2021,1090.145386,1261.622925,924.9226074,1261.622925,60733630300
1/12/2021,1043.43457,1149.240234,1012.76416,1088.526733,37494601692
1/13/2021,1130.73938,1134.338501,994.5490723,1043.740967,30109792795
1/14/2021,1218.453003,1244.163086,1093.060791,1130.231201,33410915929
1/15/2021,1171.834595,1250.505859,1090.721069,1221.877197,35972039310
1/16/2021,1233.537598,1290.053589,1157.623779,1171.443115,32319240157
1/17/2021,1230.172241,1265.644653,1174.38855,1233.453369,29258032819
1/18/2021,1257.279541,1259.450073,1187.311035,1230.313232,25817455560
1/19/2021,1377.295898,1432.300049,1254.522949,1257.43457,47195935190
1/20/2021,1382.274048,1405.744141,1243.299927,1375.248413,46784030909
1/21/2021,1121.570923,1382.684448,1098.476196,1382.684448,45932464754
1/22/2021,1236.512207,1271.687622,1046.596558,1118.889038,43918338506
1/23/2021,1230.990601,1272.151123,1200.893311,1235.267944,27253895441
1/24/2021,1391.609375,1395.111328,1225.274048,1231.210571,36418163554
1/25/2021,1324.414795,1467.784912,1304.973999,1390.639893,43565777745
1/26/2021,1357.058105,1376.085083,1253.340332,1323.741699,41572917750
1/27/2021,1253.187134,1368.074097,1215.311279,1358.333374,39394416990
1/28/2021,1332.492188,1356.288696,1226.17395,1251.279785,34637234789
1/29/2021,1382.522827,1428.981201,1292.240112,1369.086792,53611955259
1/30/2021,1376.115479,1402.39978,1328.529053,1382.231934,30616574234
1/31/2021,1314.986206,1378.916016,1288.501587,1376.823608,25198853581
2/1/2021,1369.040527,1373.845825,1274.357788,1314.855225,29210670920
2/2/2021,1515.193726,1542.990967,1362.77124,1369.505127,45437142801
2/3/2021,1660.909546,1660.909546,1510.010254,1514.769653,41874566399
2/4/2021,1594.762695,1689.186646,1561.853516,1661.170166,44396871836
2/5/2021,1718.650879,1756.510986,1594.793335,1594.793335,40108628454
2/6/2021,1677.846802,1738.314453,1649.068726,1717.797485,39873420648
2/7/2021,1614.227783,1690.036621,1501.750244,1677.605713,39889440151
2/8/2021,1746.616821,1770.59082,1571.579956,1613.642212,48012285956
2/9/2021,1768.035034,1815.963623,1711.620605,1746.926147,44180727529
2/10/2021,1744.243408,1826.696777,1686.542358,1768.039795,41916084617
2/11/2021,1783.797974,1806.539063,1708.679199,1743.714233,36021495262
2/12/2021,1843.532593,1861.356934,1744.168945,1783.489136,37905036865
2/13/2021,1814.109863,1871.603516,1770.612061,1843.986816,35359490535
2/14/2021,1805.084106,1848.154053,1789.914185,1814.372314,31439114900
2/15/2021,1779.791016,1833.830566,1683.906616,1804.676758,38955610883
2/16/2021,1781.067505,1824.518677,1729.641968,1778.945557,34269369268
2/17/2021,1848.458252,1853.667603,1736.705811,1781.350098,35955412703
2/18/2021,1937.449219,1949.903442,1848.206299,1848.206299,28255902969
2/19/2021,1960.164795,1969.546997,1896.684448,1938.859863,26268814253
2/20/2021,1919.534058,2036.286499,1830.531494,1959.902954,34696091102
2/21/2021,1935.601074,1974.259644,1890.368164,1918.673096,23626547717
2/22/2021,1781.99292,1936.453735,1580.626587,1935.557861,42409646036
2/23/2021,1570.203979,1781.409058,1378.840942,1781.409058,52029864713
2/24/2021,1626.575684,1710.983765,1511.018921,1571.47644,31329000537
2/25/2021,1475.703735,1670.224121,1465.05896,1625.393921,24481681873
2/26/2021,1446.033691,1559.028931,1407.979248,1478.65332,31435997881
2/27/2021,1459.973145,1524.932373,1433.786987,1446.929443,20742103233
2/28/2021,1416.04895,1468.391479,1300.472168,1459.860474,27637026080
3/1/2021,1564.707642,1567.69458,1416.416138,1417.151123,24032838645
3/2/2021,1492.608765,1597.610107,1461.325439,1564.063477,22523669722
3/3/2021,1575.853149,1650.360596,1481.905762,1491.451172,22674780680
3/4/2021,1541.914307,1622.953857,1511.103394,1574.623779,22906118718
