Date,Close,High,Low,Open,Volume
1/1/2021,0.982671022,1.007194042,0.93551898,1.001345038,21043471
1/2/2021,1.017158985,1.087398052,0.934822977,0.982716024,29196286
1/3/2021,1.190107942,1.192816973,0.974942029,1.017390966,26852928
1/4/2021,1.083781958,1.29104495,1.029067039,1.190109015,31030555
1/5/2021,1.057793021,1.169105053,0.950896978,1.083719015,42245900
1/6/2021,1.162611961,1.164451957,0.962387025,1.05783999,44448880
1/7/2021,1.126772046,1.198797941,1.063810945,1.162701011,33675659
1/8/2021,1.119524956,1.148980021,1.02681303,1.126840949,28147195
1/9/2021,1.051417947,1.121955991,0.989112973,1.119544029,22502338
1/10/2021,0.920709014,1.052181005,0.902607977,1.052181005,19421986
1/11/2021,0.839296997,0.920629025,0.712778986,0.920629025,22394683
1/12/2021,0.79025799,0.863655984,0.76611203,0.839401007,13036105
1/13/2021,0.900403976,0.905529022,0.763226986,0.790279984,10437808
1/14/2021,0.904273987,0.956075013,0.889223993,0.900436997,24912251
1/15/2021,0.850654006,0.929194987,0.824845016,0.904507995,8527237
1/16/2021,0.884249985,0.904695988,0.85068202,0.85068202,7063830
1/17/2021,0.953705013,0.955250978,0.865562975,0.884310007,8624699
1/18/2021,1.093464971,1.110360026,0.913442016,0.95372802,16089282
1/19/2021,1.164819956,1.206648946,1.093536019,1.093536019,22556971
1/20/2021,1.024366975,1.164783001,0.974803984,1.164783001,17922427
1/21/2021,0.906602025,1.024358034,0.879383028,1.024358034,17744630
1/22/2021,0.943171024,0.967821002,0.851961017,0.906579018,20793425
1/23/2021,0.94056201,1.025964975,0.934274971,0.943064988,25357533
1/24/2021,1.07764101,1.085608959,0.938147008,0.940554976,27227740
1/25/2021,1.023993969,1.167294979,1.00683105,1.07725203,33887164
1/26/2021,1.071544051,1.08506,0.991914988,1.02374804,32274165
1/27/2021,0.997648001,1.074520946,0.934756994,1.071740985,40284597
1/28/2021,1.030298948,1.057569027,0.980068982,0.997682989,28046043
1/29/2021,0.964782,1.049587965,0.929804981,1.040354967,43206292
1/30/2021,1.003489017,1.028702021,0.942004025,0.964744985,37369078
