Date,Close,High,Low,Open,Volume
1/1/2021,1928.350708,1941.240112,1919.381958,1929.661377,2098259
1/2/2021,1960.474365,1984.781982,1923.047485,1928.392456,5913206
1/3/2021,1961.231445,1975.696167,1942.846069,1960.673462,4404860
1/4/2021,1997.985229,2026.051025,1957.371094,1960.363281,8343112
1/5/2021,2020.681396,2077.026855,1998.216675,1998.678589,9875627
1/6/2021,1962.541748,2022.653687,1934.655029,2020.596558,8907860
1/7/2021,1953.222534,1975.563232,1930.048462,1962.161377,10078742
1/8/2021,1875.866333,1955.871948,1851.239502,1952.402344,12024145
1/9/2021,1883.228516,1894.469971,1862.502686,1875.851929,5587899
1/10/2021,1873.082153,1908.902466,1870.503906,1883.297241,7880186
1/11/2021,1861.588379,1881.574951,1837.174194,1875.062622,15527267
1/12/2021,1865.882813,1878.572388,1843.480713,1860.616699,7046866
1/13/2021,1857.845581,1877.977417,1854.504517,1865.852539,6013614
1/14/2021,1867.115601,1875.014526,1848.395874,1854.049561,5909831
1/15/2021,1835.156128,1878.845093,1833.740234,1867.663208,5826786
1/16/2021,1844.673706,1860.191406,1835.819336,1835.819336,4373814
1/17/2021,1836.578369,1849.181885,1832.739868,1846.221313,4143723
1/18/2021,1852.851685,1857.647583,1833.512695,1835.885742,4579572
1/19/2021,1849.832275,1876.071655,1844.818359,1854.338623,7437325
1/20/2021,1884.709595,1885.578369,1846.601196,1849.783569,8064837
1/21/2021,1883.850708,1892.87561,1874.219971,1883.42749,11604579
1/22/2021,1864.253174,1888.923462,1849.090332,1885.024658,8444281
1/23/2021,1866.473022,1870.341064,1857.078735,1863.134277,3529966
1/24/2021,1859.470215,1872.269409,1857.821411,1866.498901,3132995
1/25/2021,1860.490601,1868.147217,1851.442749,1859.354248,4530388
1/26/2021,1864.595215,1869.061401,1853.55127,1858.398071,4071497
1/27/2021,1848.29248,1864.942993,1841.446899,1864.645996,4654219
1/28/2021,1853.601929,1866.966919,1842.660889,1848.480957,3446108
1/29/2021,1867.678589,1878.317871,1846.512939,1854.423096,7172628
1/30/2021,1866.651489,1875.232422,1863.806396,1867.597412,3561840
1/31/2021,1873.111816,1877.975098,1859.394165,1865.029419,4050030
2/1/2021,1866.34082,1881.578003,1863.150024,1873.791138,5834433
2/2/2021,1852.437134,1870.375977,1845.906372,1868.871826,5050753
2/3/2021,1849.331909,1858.230347,1846.938232,1852.022461,4347661
2/4/2021,1810.671021,1850.91626,1803.00415,1848.457031,9606509
2/5/2021,1833.049805,1833.130249,1808.401245,1810.824219,7237269
2/6/2021,1836.380493,1838.44043,1826.411133,1832.675781,6261750
2/7/2021,1839.489014,1847.140991,1823.659058,1836.515381,6566764
2/8/2021,1848.337769,1866.613037,1822.441528,1838.832275,12013817
2/9/2021,1853.686157,1867.223511,1846.289063,1847.196289,13001510
