date,CLOSE,HIGH,LOW,OPEN,VOLUME
1/1/2021,0.999822974,1.000290036,0.999541998,0.999807,944050095.0
1/2/2021,1.000162005,1.000324011,0.997097015,0.99989599,1679209330.0
1/3/2021,0.999736011,1.000609994,0.99840498,1.000167012,1828596899.0
1/4/2021,0.999372005,1.000491977,0.998750985,0.999624014,2201035267.0
1/5/2021,0.999749005,1.000269055,0.998706996,0.999424994,1662321027.0
1/6/2021,0.999680996,1.000082016,0.997870982,0.999749005,1791474728.0
1/7/2021,0.99791199,1.000319004,0.997654021,0.999680996,2265386969.0
1/8/2021,0.999683976,1.002244949,0.997907996,0.997910023,2236539817.0
1/9/2021,0.999777019,1.000782013,0.999324024,0.999683976,1553771951.0
1/10/2021,1.000090003,1.001348972,0.999441981,0.999836981,1917152178.0
1/11/2021,0.999951005,1.00325501,0.999834001,1.000090003,3166658513.0
1/12/2021,1.000597954,1.001036048,0.999459982,0.999962986,1934826250.0
1/13/2021,0.999810994,1.001983047,0.99950999,1.000597954,1739625823.0
1/14/2021,1.000115037,1.000645041,0.999375999,0.99980998,1810728488.0
1/15/2021,1.000084996,1.000784039,0.999642015,1.000116944,1630000401.0
1/16/2021,1.000133991,1.000954986,0.999688029,1.00008595,1671304227.0
1/17/2021,1.000455022,1.000498056,0.999849021,1.000133991,1463914697.0
1/18/2021,1.000566006,1.000805974,1.000020027,1.000468016,1412016575.0
1/19/2021,1.000041008,1.001809955,0.999967992,1.000566006,2019188111.0
1/20/2021,0.999976993,1.000329018,0.999508023,0.999992013,1814079623.0
1/21/2021,1.000419021,1.000781059,0.999710023,0.999976993,1853154939.0
1/22/2021,1.000275016,1.001229048,0.999773979,1.000419021,2196461508.0
1/23/2021,1.00000596,1.000354052,0.999894023,1.000277042,1287925958.0
1/24/2021,1.000162005,1.001350999,0.999755979,1.00000596,1335242694.0
1/25/2021,1.000043988,1.000530958,0.999915004,1.000200033,1637162641.0
1/26/2021,1.000069976,1.000715017,0.999915004,1.000043988,1584592377.0
1/27/2021,1.000018001,1.001881957,0.999354005,1.000069976,1674268317.0
1/28/2021,0.999577999,1.000260949,0.999257028,1.000004053,1532598984.0
1/29/2021,0.999970973,1.000838041,0.998471022,0.998906016,2410429032.0
1/30/2021,1.000025988,1.000359058,0.999722004,0.999933004,1443344471.0
1/31/2021,0.999961019,1.000231981,0.999581993,0.999960005,1245897595.0
2/1/2021,0.999945998,1.000185966,0.999180973,1.000071049,1456048772.0
2/2/2021,1.000421047,1.000733972,0.999406993,0.999885976,1750372396.0
2/3/2021,0.999750972,1.000946999,0.999548972,1.000421047,1827257483.0
2/4/2021,0.999741018,1.000089049,0.99930203,0.999792993,1864772386.0
2/5/2021,0.999944985,1.000599027,0.99831897,0.99979502,1722650454.0
